product_code,popularidad_global,ventas_acumuladas,clientes_distintos,unidades_acumuladas
FUR-CH-10001270,13,4670.0,13,65
FUR-CH-10001271,4,1250.43,4,14
FUR-CH-10001278,5,810.0,5,18
FUR-CH-10001282,10,781.0,10,35
FUR-CH-10001313,7,1959.0,7,28
FUR-CH-10001317,1,88.0,1,1
FUR-CH-10001322,6,1068.474,6,18
FUR-CH-10001332,8,1852.5729999999999,8,46
FUR-CH-10001343,6,2540.0,6,26
FUR-CH-10001347,1,111.0,1,5
FUR-CH-10001374,11,1831.0,11,41
FUR-CH-10001382,9,1885.0,9,33
FUR-CH-10001394,7,2951.913,7,21
FUR-CH-10001397,7,1169.0,7,21
FUR-CH-10001414,1,111.0,1,2
FUR-CH-10001415,7,855.92,7,27
FUR-CH-10001423,9,2353.0,9,29
FUR-CH-10001429,4,839.13,4,12
FUR-CH-10001455,11,4069.0,11,40
FUR-CH-10001465,8,3447.0,8,23
FUR-CH-10001477,9,1999.0,9,40
FUR-CH-10001482,7,2200.0,7,20
FUR-CH-10001490,6,2947.375,6,27
FUR-CH-10001492,5,3069.0,5,12
FUR-CH-10001536,2,288.0,2,5
FUR-CH-10001545,6,1687.0,6,18
FUR-CH-10001553,3,876.0,3,20
FUR-CH-10001559,1,1.836,1,4
FUR-CH-10001582,5,987.516,5,22
FUR-CH-10001588,2,3.43,2,14
FUR-CH-10001607,5,1268.0,5,13
FUR-CH-10001616,7,672.0,7,20
FUR-CH-10001634,9,3073.0,9,40
FUR-CH-10001647,11,2721.0,10,31
FUR-CH-10001658,13,1653.0,13,47
FUR-CH-10001663,1,149.0,1,3
FUR-CH-10001664,14,5319.05,14,63
FUR-CH-10001674,8,1891.0,8,30
FUR-CH-10001675,8,1808.0,8,35
FUR-CH-10001684,6,1474.453,6,31
FUR-CH-10001695,7,1679.0,7,25
FUR-CH-10001701,1,15.0,1,1
FUR-CH-10001708,7,1581.411,7,32
FUR-CH-10001714,5,1689.0,5,13
FUR-CH-10001726,6,2760.0,6,36
FUR-CH-10001752,6,1768.0,6,23
FUR-CH-10001756,11,2274.0,10,55
FUR-CH-10001784,9,2721.0,9,55
FUR-CH-10001795,8,1496.0,8,31
FUR-CH-10001797,12,2069.0,12,47
FUR-CH-10001802,8,2336.032,8,36
FUR-CH-10001805,1,272.0,1,4
FUR-CH-10001810,4,778.0,4,19
FUR-CH-10001819,12,1915.0,12,45
FUR-CH-10001831,5,1964.0,5,17
FUR-CH-10001832,7,3063.0,7,29
FUR-CH-10001854,8,3164.616,8,28
FUR-CH-10001871,7,3167.0,7,37
FUR-CH-10001891,6,1420.0,6,17
FUR-CH-10001895,6,766.0,6,14
FUR-CH-10001897,7,2974.911,7,25
FUR-CH-10001913,8,4781.0,8,34
FUR-CH-10001914,7,940.0,7,27
FUR-CH-10001919,1,196.0,1,2
FUR-CH-10001944,3,608.0,3,8
FUR-CH-10001972,4,627.0,4,21
FUR-CH-10001973,7,1775.0,7,21
FUR-CH-10001975,4,1200.0,4,14
FUR-CH-10002002,6,2205.0,6,23
FUR-CH-10002010,8,996.0,8,30
FUR-CH-10002017,5,246.0,5,12
FUR-CH-10002024,8,1001.889,8,39
FUR-CH-10002030,5,1513.0,5,11
FUR-CH-10002033,5,1020.508,5,19
FUR-CH-10002044,2,694.0,2,7
FUR-CH-10002045,3,356.0,3,8
FUR-CH-10002053,2,557.0,2,10
FUR-CH-10002060,4,2666.0,4,20
FUR-CH-10002061,8,2767.624,8,26
FUR-CH-10002073,4,429.004,4,22
FUR-CH-10002084,5,2706.0,5,23
FUR-CH-10002085,10,1726.0,10,27
FUR-CH-10002088,7,1272.0,7,27
FUR-CH-10002090,3,1280.0,3,8
FUR-CH-10002091,9,4632.0,9,27
FUR-CH-10002093,6,2173.0,6,23
FUR-CH-10002116,3,569.0,3,5
FUR-CH-10002117,7,2428.0,7,36
FUR-CH-10002126,4,1562.025,4,15
FUR-CH-10002132,13,3144.0,13,41
FUR-CH-10002152,2,166.0,2,8
FUR-CH-10002188,3,721.0,3,9
FUR-CH-10002203,5,745.567,5,30
FUR-CH-10002207,6,1409.0,6,26
FUR-CH-10002209,7,1247.0,7,25
FUR-CH-10002212,8,2443.0,8,37
FUR-CH-10002213,12,4153.561,12,45
FUR-CH-10002224,9,3768.0,9,31
FUR-CH-10002226,1,84.0,1,4
FUR-CH-10002228,1,240.0,1,4
FUR-CH-10002247,11,1146.991,11,41
FUR-CH-10002250,10,2563.738,10,37
FUR-CH-10002273,1,521.0,1,6
FUR-CH-10002275,1,1.473,1,8
FUR-CH-10002288,5,731.0,5,17
FUR-CH-10002291,11,1435.0,11,56
FUR-CH-10002297,7,744.0,7,26
FUR-CH-10002304,7,902.0,7,44
FUR-CH-10002316,3,641.0,3,12
FUR-CH-10002317,1,207.0,1,1
FUR-CH-10002320,4,263.227,4,22
FUR-CH-10002331,6,2177.411,6,24
FUR-CH-10002335,14,5365.72,14,53
FUR-CH-10002344,4,1635.0,4,13
FUR-CH-10002362,1,54.0,1,2
FUR-CH-10002372,7,1312.0,7,19
FUR-CH-10002373,2,858.0,2,6
FUR-CH-10002374,7,607.0,7,24
FUR-CH-10002378,5,1564.0,5,13
FUR-CH-10002410,4,789.0,4,8
FUR-CH-10002412,10,1401.0,10,39
FUR-CH-10002417,1,470.0,1,6
FUR-CH-10002435,1,550.0,1,2
FUR-CH-10002438,1,369.0,1,3
FUR-CH-10002439,6,1589.0,6,31
FUR-CH-10002468,7,2835.0,7,23
FUR-CH-10002477,4,858.998,4,9
FUR-CH-10002481,1,368.0,1,3
FUR-CH-10002498,6,1183.0,6,16
FUR-CH-10002510,6,2331.0,5,30
FUR-CH-10002542,3,539.0,3,10
FUR-CH-10002543,2,563.0,2,14
FUR-CH-10002547,11,2105.0,11,41
FUR-CH-10002555,9,2873.0,9,40
FUR-CH-10002573,12,3917.509,12,34
FUR-CH-10002574,2,298.0,2,7
FUR-CH-10002585,4,2228.315,4,12
FUR-CH-10002589,3,1199.0,3,14
FUR-CH-10002602,11,3414.208,10,37
FUR-CH-10002610,10,4698.0,10,32
FUR-CH-10002626,10,2202.0,10,30
FUR-CH-10002631,8,1458.0,8,28
FUR-CH-10002647,20,5704.0,19,81
FUR-CH-10002653,13,4186.0,13,53
FUR-CH-10002693,1,49.0,1,1
FUR-CH-10002727,7,641.0,7,24
FUR-CH-10002743,2,411.0,2,8
FUR-CH-10002749,7,1117.0,7,22
FUR-CH-10002752,3,364.0,3,9
FUR-CH-10002758,2,1269.0,2,7
FUR-CH-10002768,6,1211.0,5,12
FUR-CH-10002774,7,764.0,7,19
FUR-CH-10002780,7,918.921,7,35
FUR-CH-10002782,5,1273.512,5,14
FUR-CH-10002793,3,256.0,3,6
FUR-CH-10002816,1,548.0,1,3
FUR-CH-10002817,1,59.0,1,3
FUR-CH-10002819,6,1000.0,6,25
FUR-CH-10002830,7,3100.0,7,24
FUR-CH-10002846,8,1211.0,8,27
FUR-CH-10002872,9,3499.053,9,21
FUR-CH-10002880,14,4330.107,14,54
FUR-CH-10002882,8,1206.0,8,36
FUR-CH-10002890,6,1399.0,6,21
FUR-CH-10002891,4,1462.957,4,21
FUR-CH-10002923,1,274.0,1,2
FUR-CH-10002924,1,68.0,1,3
FUR-CH-10002927,2,652.0,2,7
FUR-CH-10002932,8,2237.0,8,18
FUR-CH-10002938,1,34.0,1,1
FUR-CH-10002940,9,2144.0,9,35
FUR-CH-10002944,8,2654.0,8,32
FUR-CH-10002961,6,1438.0,6,19
FUR-CH-10002965,11,4865.125,10,39
FUR-CH-10002966,11,5300.0,11,34
FUR-CH-10002970,7,2240.0,6,44
FUR-CH-10002974,4,1498.0,4,12
FUR-CH-10002980,2,3.492,2,10
FUR-CH-10002989,3,353.0,3,10
FUR-CH-10002991,5,1517.0,5,19
FUR-CH-10003009,11,2852.173,11,37
FUR-CH-10003026,4,412.0,4,10
FUR-CH-10003033,3,1380.0,3,19
FUR-CH-10003054,2,412.05,2,6
FUR-CH-10003061,8,1449.0,8,19
FUR-CH-10003062,4,551.0,4,16
FUR-CH-10003077,9,948.0,9,35
FUR-CH-10003097,6,2089.038,6,29
FUR-CH-10003107,10,3085.0,10,31
FUR-CH-10003109,12,3417.0,12,42
FUR-CH-10003114,7,2556.0,7,22
FUR-CH-10003123,5,805.0,5,16
FUR-CH-10003143,1,118.0,1,2
FUR-CH-10003155,1,49.0,1,3
FUR-CH-10003168,1,317.0,1,2
FUR-CH-10003180,1,45.0,1,2
FUR-CH-10003195,7,1513.0,6,20
FUR-CH-10003199,6,1842.0,6,20
FUR-CH-10003232,6,435.002,6,29
FUR-CH-10003248,6,757.0,6,25
FUR-CH-10003249,12,4515.0,12,67
FUR-CH-10003282,3,535.0,3,13
FUR-CH-10003298,9,3680.0,9,35
FUR-CH-10003312,7,3153.473,7,26
FUR-CH-10003336,8,1219.0,8,24
FUR-CH-10003341,1,132.0,1,2
FUR-CH-10003353,2,976.0,2,8
FUR-CH-10003354,28,8184.0,28,106
FUR-CH-10003355,5,1146.0,5,18
FUR-CH-10003362,4,848.059,4,13
FUR-CH-10003365,7,2424.837,7,24
FUR-CH-10003379,9,4135.847,9,33
FUR-CH-10003392,12,1885.0,12,37
FUR-CH-10003396,10,1773.0,10,29
FUR-CH-10003419,6,1007.0,6,19
FUR-CH-10003423,7,1515.0,7,20
FUR-CH-10003440,3,630.0,3,7
FUR-CH-10003448,5,553.0,5,17
FUR-CH-10003485,6,1946.0,6,24
FUR-CH-10003499,2,890.0,2,7
FUR-CH-10003508,1,333.0,1,2
FUR-CH-10003512,6,930.0,6,21
FUR-CH-10003514,10,2965.0,9,35
FUR-CH-10003535,8,1396.0,8,28
FUR-CH-10003540,6,1298.0,6,29
FUR-CH-10003551,9,3314.5389999999998,9,49
FUR-CH-10003558,1,580.0,1,6
FUR-CH-10003559,6,550.0,6,15
FUR-CH-10003580,10,1790.0,10,33
FUR-CH-10003581,8,2262.73,8,22
FUR-CH-10003597,4,682.147,4,14
FUR-CH-10003606,3,706.0,3,6
FUR-CH-10003608,2,347.0,2,8
FUR-CH-10003616,3,4.789,3,13
FUR-CH-10003618,1,162.0,1,2
FUR-CH-10003621,3,428.0,3,13
FUR-CH-10003623,3,512.0,3,10
FUR-CH-10003692,8,3100.042,8,33
FUR-CH-10003696,1,58.0,1,5
FUR-CH-10003697,12,1616.0,11,54
FUR-CH-10003702,1,688.0,1,8
FUR-CH-10003706,11,2857.0,11,69
FUR-CH-10003733,9,2096.0,9,49
FUR-CH-10003746,9,3985.6349999999998,9,30
FUR-CH-10003750,1,662.0,1,5
FUR-CH-10003760,6,1323.0,6,27
FUR-CH-10003761,2,969.0,2,8
FUR-CH-10003771,1,382.0,1,4
FUR-CH-10003772,3,711.0,3,13
FUR-CH-10003774,14,4166.0,14,59
FUR-CH-10003794,3,264.0,3,7
FUR-CH-10003808,1,151.0,1,3
FUR-CH-10003817,10,2205.0,9,43
FUR-CH-10003822,8,2665.0,8,34
FUR-CH-10003833,9,1890.0,9,39
FUR-CH-10003836,8,3286.0,8,29
FUR-CH-10003841,3,971.038,3,14
FUR-CH-10003842,4,986.0,4,15
FUR-CH-10003844,7,1478.0,7,19
FUR-CH-10003846,13,3440.832,13,51
FUR-CH-10003848,5,1005.0319999999999,5,20
FUR-CH-10003853,6,1071.0,6,20
FUR-CH-10003861,8,3204.0,8,29
FUR-CH-10003874,1,133.0,1,9
FUR-CH-10003875,1,705.0,1,4
FUR-CH-10003883,6,2020.0,6,19
FUR-CH-10003894,1,803.0,1,8
FUR-CH-10003910,6,1648.0,6,25
FUR-CH-10003941,11,3407.774,11,42
FUR-CH-10003948,2,220.459,2,10
FUR-CH-10003950,10,1597.871,10,37
FUR-CH-10003956,4,923.0,4,16
FUR-CH-10003965,6,3808.0,6,35
FUR-CH-10003968,6,1341.0,6,22
FUR-CH-10003973,8,3424.651,8,31
FUR-CH-10003981,7,3342.079,7,24
FUR-CH-10003982,8,2921.0,8,33
FUR-CH-10004007,2,458.0,2,6
FUR-CH-10004009,7,2745.0969999999998,7,29
FUR-CH-10004010,11,864.0,11,29
FUR-CH-10004011,5,1837.142,5,16
FUR-CH-10004026,1,330.0,1,4
FUR-CH-10004040,2,508.0,2,6
FUR-CH-10004047,4,1923.0,4,16
FUR-CH-10004049,6,758.0,6,17
FUR-CH-10004050,2,912.822,2,6
FUR-CH-10004054,9,2198.24,9,50
FUR-CH-10004062,2,420.0,2,11
FUR-CH-10004063,8,4095.576,8,35
FUR-CH-10004065,4,1093.0,4,23
FUR-CH-10004082,7,2649.0,7,43
FUR-CH-10004086,8,2922.514,8,34
FUR-CH-10004089,6,1058.0,6,18
FUR-CH-10004095,16,6901.227,15,66
FUR-CH-10004101,5,1943.0,5,13
FUR-CH-10004151,2,209.0,2,8
FUR-CH-10004163,5,1168.0,5,14
FUR-CH-10004194,11,2105.0,11,42
FUR-CH-10004196,9,3866.467,9,42
FUR-CH-10004199,2,1114.0,2,4
FUR-CH-10004218,9,3151.0,9,35
FUR-CH-10004219,6,644.0,6,21
FUR-CH-10004242,8,1240.0,8,24
FUR-CH-10004255,5,837.506,5,17
FUR-CH-10004277,6,1435.0,6,17
FUR-CH-10004287,13,5945.635,13,53
FUR-CH-10004289,7,2390.0,7,30
FUR-CH-10004306,6,824.0,6,22
FUR-CH-10004309,1,397.0,1,5
FUR-CH-10004312,14,2179.0,14,56
FUR-CH-10004331,9,3235.0,9,28
FUR-CH-10004338,6,559.0,6,21
FUR-CH-10004339,11,2877.0,11,38
FUR-CH-10004355,2,493.0,2,5
FUR-CH-10004365,4,1096.0,4,9
FUR-CH-10004387,12,1991.0,11,49
FUR-CH-10004441,1,188.0,1,4
FUR-CH-10004447,5,1258.613,5,23
FUR-CH-10004448,1,69.0,1,2
FUR-CH-10004455,1,1.441,1,8
FUR-CH-10004462,2,828.839,2,7
FUR-CH-10004467,8,912.0,8,23
FUR-CH-10004477,9,2186.0,9,44
FUR-CH-10004478,12,1794.0,12,36
FUR-CH-10004491,5,1828.0,5,12
FUR-CH-10004495,8,3133.281,8,26
FUR-CH-10004506,5,1401.0,5,19
FUR-CH-10004536,3,371.0,3,13
FUR-CH-10004540,6,816.0,6,32
FUR-CH-10004547,7,693.0,7,22
FUR-CH-10004572,12,5613.0,12,35
FUR-CH-10004576,4,756.0,4,18
FUR-CH-10004580,8,1282.0,8,27
FUR-CH-10004584,6,2153.0,6,27
FUR-CH-10004592,4,1410.076,4,22
FUR-CH-10004600,8,3286.0,8,53
FUR-CH-10004606,6,2155.0,6,23
FUR-CH-10004609,4,1004.0,4,10
FUR-CH-10004626,6,1948.0,6,20
FUR-CH-10004642,1,45.0,1,2
FUR-CH-10004652,5,278.0,5,16
FUR-CH-10004669,10,6475.527,10,30
FUR-CH-10004675,7,3685.527,7,27
FUR-CH-10004676,7,2147.122,7,27
FUR-CH-10004685,2,620.0,2,4
FUR-CH-10004694,10,4489.0,10,35
FUR-CH-10004698,8,1830.0,8,30
FUR-CH-10004705,2,1828.0,2,4
FUR-CH-10004725,12,1776.0,12,58
FUR-CH-10004736,6,427.0,6,17
FUR-CH-10004746,6,4774.0,6,17
FUR-CH-10004751,4,633.0,4,12
FUR-CH-10004754,7,804.0,7,31
FUR-CH-10004755,10,3466.535,10,53
FUR-CH-10004774,10,3092.8160000000003,10,44
FUR-CH-10004783,5,413.0,5,13
FUR-CH-10004790,5,758.0,5,19
FUR-CH-10004792,3,1652.0,3,10
FUR-CH-10004795,4,1680.0,4,17
FUR-CH-10004801,3,399.0,3,26
FUR-CH-10004810,6,2201.0,6,14
FUR-CH-10004826,5,1048.0,5,13
FUR-CH-10004827,6,643.0,6,23
FUR-CH-10004844,7,1669.0,7,19
FUR-CH-10004853,6,1903.057,6,23
FUR-CH-10004860,8,1748.0,8,21
FUR-CH-10004863,7,3534.0,7,27
FUR-CH-10004875,8,1501.0,8,24
FUR-CH-10004886,6,1774.0,6,24
FUR-CH-10004899,5,1155.0,5,18
FUR-CH-10004910,1,2.959,1,7
FUR-CH-10004913,5,3136.0,5,24
FUR-CH-10004920,9,1151.0,9,28
FUR-CH-10004943,3,377.0,2,10
FUR-CH-10004969,4,410.0,4,10
FUR-CH-10004983,5,1580.608,5,31
FUR-CH-10004992,1,36.0,1,3
FUR-CH-10004993,13,4599.075,13,59
FUR-CH-10004997,10,5227.523,10,43
FUR-CHR-10000585,1,269.0,1,1
FUR-CHR-10000888,1,178.0,1,1
FUR-CHR-10001018,2,930.859,2,6
FUR-CHR-10001570,2,1740.0,2,2
FUR-CHR-10001784,1,534.0,1,2
FUR-CHR-10002165,1,3.878,1,8
FUR-CHR-10002278,2,3.003,2,12
FUR-CHR-10002686,2,447.782,2,5
FUR-CHR-10003806,2,350.745,2,3
FUR-CHR-10004803,1,968.0,1,2
FUR-DAN-10000597,3,813.0,3,6
FUR-DAN-10001340,4,698.0,4,8
FUR-DAN-10001462,3,652.0,3,6
FUR-DAN-10001557,1,171.0,1,1
FUR-DAN-10001584,3,1240.0,3,10
FUR-DAN-10001622,2,728.0,2,2
FUR-DAN-10001875,2,338.0,2,2
FUR-DAN-10001993,4,662.0,4,6
FUR-DAN-10002017,2,740.0,2,3
FUR-DAN-10002028,6,2562.0,6,8
FUR-DAN-10002167,2,949.0,2,5
FUR-DAN-10002314,4,1452.0,4,12
FUR-DAN-10002348,1,824.0,1,2
FUR-DAN-10002631,4,629.0,4,7
FUR-DAN-10002741,1,494.0,1,4
FUR-DAN-10002846,4,1031.0,4,8
FUR-DAN-10002967,4,776.127,4,19
FUR-DAN-10003011,5,984.0,5,10
FUR-DAN-10003065,7,3115.0,7,10
FUR-DAN-10003334,3,763.0,3,9
FUR-DAN-10004510,2,580.447,2,8
FUR-DAN-10004625,3,803.0,3,9
FUR-DAN-10004745,5,952.0,5,9
FUR-DAN-10004940,5,1681.0,5,6
FUR-DEF-10000065,6,588.0,6,9
FUR-DEF-10000346,5,1354.0,5,13
FUR-DEF-10000349,6,212.0,6,14
FUR-DEF-10000384,6,370.0,6,9
FUR-DEF-10000495,4,794.0,4,17
FUR-DEF-10000572,2,208.0,2,4
FUR-DEF-10000622,7,213.0,7,14
FUR-DEF-10000639,4,198.0,4,5
FUR-DEF-10000720,2,132.0,2,3
FUR-DEF-10000810,4,228.0,4,9
FUR-DEF-10001359,10,1348.0,10,16
FUR-DEF-10001477,2,39.0,2,3
FUR-DEF-10001763,2,205.0,2,5
FUR-DEF-10002774,9,539.0,9,16
FUR-DEF-10002814,3,96.0,3,4
FUR-DEF-10002865,9,466.0,9,29
FUR-DEF-10003140,3,101.0,3,6
FUR-DEF-10003315,5,505.0,5,11
FUR-DEF-10003551,3,506.0,3,10
FUR-DEF-10003676,4,62.0,4,4
FUR-DEF-10004141,4,333.0,4,8
FUR-DEF-10004355,4,655.0,4,13
FUR-DEF-10004555,1,220.0,1,2
FUR-DEF-10004936,3,64.0,3,4
FUR-ELD-10000038,4,307.0,4,9
FUR-ELD-10000301,4,861.0,4,8
FUR-ELD-10000335,4,268.0,4,10
FUR-ELD-10000605,3,77.0,3,3
FUR-ELD-10000857,6,664.0,6,17
FUR-ELD-10000963,3,428.0,3,15
FUR-ELD-10001163,1,919.0,1,8
FUR-ELD-10001413,5,138.0,5,11
FUR-ELD-10002511,4,302.0,4,8
FUR-ELD-10003131,3,679.0,3,6
FUR-ELD-10003179,5,330.0,5,6
FUR-ELD-10003479,4,856.0,4,16
FUR-ELD-10003695,5,167.0,5,9
FUR-ELD-10003802,8,772.0,8,20
FUR-ELD-10003828,5,191.0,5,11
FUR-ELD-10003843,2,81.0,2,2
FUR-ELD-10004384,3,1139.0,3,17
FUR-ELD-10004515,2,251.0,2,5
FUR-ELD-10004559,2,72.0,2,3
FUR-ELD-10004727,2,202.0,2,7
FUR-ELD-10004973,2,260.0,2,6
FUR-ELD-10004994,4,194.0,4,4
FUR-FU-10000010,10,177.0,10,36
FUR-FU-10000012,4,182.0,4,13
FUR-FU-10000018,1,66.0,1,2
FUR-FU-10000023,9,238.0,9,45
FUR-FU-10000039,5,260.0,5,14
FUR-FU-10000060,6,187.0,6,20
FUR-FU-10000065,4,1465.0,4,27
FUR-FU-10000067,1,249.0,1,8
FUR-FU-10000069,5,580.0,5,17
FUR-FU-10000072,3,149.0,3,14
FUR-FU-10000073,3,125.0,3,17
FUR-FU-10000076,6,488.0,6,27
FUR-FU-10000087,6,310.0,6,16
FUR-FU-10000110,8,657.0,8,37
FUR-FU-10000135,5,970.0,5,21
FUR-FU-10000140,5,791.0,5,30
FUR-FU-10000142,4,178.0,4,11
FUR-FU-10000159,7,1610.0,7,28
FUR-FU-10000163,1,110.0,1,1
FUR-FU-10000175,4,159.0,4,16
FUR-FU-10000188,3,770.0,3,7
FUR-FU-10000193,6,468.0,6,20
FUR-FU-10000204,1,126.0,1,3
FUR-FU-10000206,7,46.0,7,20
FUR-FU-10000221,9,175.0,9,38
FUR-FU-10000222,5,442.0,5,19
FUR-FU-10000225,3,585.0,3,12
FUR-FU-10000242,6,1155.0,6,20
FUR-FU-10000246,5,243.0,5,22
FUR-FU-10000251,2,206.0,2,7
FUR-FU-10000256,2,337.0,2,7
FUR-FU-10000260,4,124.0,4,19
FUR-FU-10000267,3,528.0,3,12
FUR-FU-10000277,5,1686.0,5,18
FUR-FU-10000287,1,63.0,1,2
FUR-FU-10000293,4,1431.0,4,14
FUR-FU-10000295,8,495.0,8,34
FUR-FU-10000298,4,698.0,4,15
FUR-FU-10000305,3,469.0,3,7
FUR-FU-10000306,4,599.0,4,13
FUR-FU-10000308,7,1579.0,7,26
FUR-FU-10000320,6,82.0,6,30
FUR-FU-10000339,5,2101.0,5,22
FUR-FU-10000342,3,55.0,3,8
FUR-FU-10000350,8,239.0,8,27
FUR-FU-10000361,5,533.0,5,15
FUR-FU-10000366,1,328.0,1,8
FUR-FU-10000368,7,3575.0,7,34
FUR-FU-10000388,4,356.0,4,9
FUR-FU-10000394,9,1602.0,9,36
FUR-FU-10000397,5,340.0,5,17
FUR-FU-10000409,3,99.0,3,7
FUR-FU-10000422,5,880.0,5,18
FUR-FU-10000432,4,701.0,4,13
FUR-FU-10000444,2,80.0,2,4
FUR-FU-10000448,4,176.0,4,11
FUR-FU-10000468,7,2682.0,7,26
FUR-FU-10000481,3,158.0,3,7
FUR-FU-10000482,5,701.0,5,14
FUR-FU-10000483,1,101.0,1,8
FUR-FU-10000488,7,318.0,7,32
FUR-FU-10000490,3,159.0,3,12
FUR-FU-10000496,7,1288.0,7,26
FUR-FU-10000499,4,139.0,4,13
FUR-FU-10000502,4,452.0,4,20
FUR-FU-10000507,1,31.0,1,1
FUR-FU-10000514,3,237.0,3,6
FUR-FU-10000516,3,344.0,3,15
FUR-FU-10000521,4,358.0,4,13
FUR-FU-10000526,4,1424.0,4,14
FUR-FU-10000541,4,1518.0,4,17
FUR-FU-10000546,1,26.0,1,2
FUR-FU-10000548,3,143.0,3,6
FUR-FU-10000550,6,73.0,6,19
FUR-FU-10000556,6,358.0,6,26
FUR-FU-10000567,5,368.0,5,22
FUR-FU-10000576,5,759.105,5,23
FUR-FU-10000585,6,151.0,6,16
FUR-FU-10000605,4,185.0,4,10
FUR-FU-10000606,3,575.0,3,13
FUR-FU-10000612,2,484.0,2,5
FUR-FU-10000620,7,926.0,7,18
FUR-FU-10000628,7,374.0,6,23
FUR-FU-10000629,8,455.0,8,34
FUR-FU-10000640,1,15.0,1,3
FUR-FU-10000641,4,465.0,4,17
FUR-FU-10000647,4,302.0,4,9
FUR-FU-10000657,1,100.0,1,2
FUR-FU-10000666,8,1947.0,8,21
FUR-FU-10000668,2,1284.0,2,12
FUR-FU-10000669,2,70.0,2,3
FUR-FU-10000672,5,259.0,5,22
FUR-FU-10000674,1,302.0,1,9
FUR-FU-10000686,5,564.0,5,22
FUR-FU-10000702,1,220.0,1,2
FUR-FU-10000705,7,2148.0,7,37
FUR-FU-10000714,7,464.0,7,28
FUR-FU-10000718,5,412.0,5,20
FUR-FU-10000719,4,146.0,4,17
FUR-FU-10000723,9,1115.0,9,33
FUR-FU-10000729,1,375.0,1,7
FUR-FU-10000732,7,134.0,7,22
FUR-FU-10000735,7,1831.0,7,18
FUR-FU-10000743,5,1662.0,5,32
FUR-FU-10000747,7,1003.0,7,23
FUR-FU-10000755,2,94.0,2,15
FUR-FU-10000758,5,513.0,5,23
FUR-FU-10000762,4,253.0,4,14
FUR-FU-10000771,4,138.0,4,22
FUR-FU-10000776,5,556.0,5,22
FUR-FU-10000783,6,348.0,6,25
FUR-FU-10000790,6,124.0,6,16
FUR-FU-10000794,5,154.0,5,17
FUR-FU-10000813,2,65.0,2,4
FUR-FU-10000815,7,1259.0,7,29
FUR-FU-10000816,2,137.0,2,3
FUR-FU-10000820,4,147.0,4,10
FUR-FU-10000850,9,735.0,8,28
FUR-FU-10000885,4,148.0,4,10
FUR-FU-10000889,4,488.0,4,10
FUR-FU-10000905,3,585.0,3,12
FUR-FU-10000907,5,685.0,5,13
FUR-FU-10000913,3,543.0,3,18
FUR-FU-10000918,4,741.0,4,16
FUR-FU-10000921,9,1170.0,9,28
FUR-FU-10000936,4,214.0,4,7
FUR-FU-10000944,6,945.0,6,28
FUR-FU-10000946,5,944.0,5,40
FUR-FU-10000950,4,615.0,4,15
FUR-FU-10000955,2,121.0,2,7
FUR-FU-10000965,6,1185.0,6,24
FUR-FU-10000972,4,1025.0,4,21
FUR-FU-10000975,5,285.0,5,10
FUR-FU-10000980,1,127.0,1,4
FUR-FU-10001008,6,177.0,6,23
FUR-FU-10001015,1,76.0,1,4
FUR-FU-10001025,3,53.0,3,17
FUR-FU-10001037,7,169.0,7,23
FUR-FU-10001045,4,370.0,4,8
FUR-FU-10001057,4,300.0,3,17
FUR-FU-10001063,4,206.0,4,13
FUR-FU-10001078,3,450.0,3,10
FUR-FU-10001085,4,216.0,4,14
FUR-FU-10001086,8,2455.0,8,26
FUR-FU-10001090,4,245.0,4,12
FUR-FU-10001091,1,204.0,1,6
FUR-FU-10001095,8,455.0,8,24
FUR-FU-10001096,5,903.0,5,20
FUR-FU-10001098,1,88.0,1,2
FUR-FU-10001126,5,320.0,5,15
FUR-FU-10001129,8,799.0,8,37
FUR-FU-10001130,5,377.0,5,22
FUR-FU-10001132,2,869.0,2,8
FUR-FU-10001135,5,408.0,5,17
FUR-FU-10001142,8,838.0,8,31
FUR-FU-10001144,1,403.0,1,8
FUR-FU-10001161,7,604.0,7,21
FUR-FU-10001169,4,622.0,4,13
FUR-FU-10001175,8,622.0,8,29
FUR-FU-10001185,5,823.0,5,28
FUR-FU-10001194,2,76.0,2,4
FUR-FU-10001196,5,125.0,5,26
FUR-FU-10001200,6,1604.0,6,33
FUR-FU-10001215,4,681.0,4,17
FUR-FU-10001246,5,2016.0,5,21
FUR-FU-10001252,6,1350.0,6,16
FUR-FU-10001254,1,46.0,1,4
FUR-FU-10001255,5,196.0,5,20
FUR-FU-10001260,2,210.0,2,12
FUR-FU-10001290,4,866.0,4,21
FUR-FU-10001317,5,325.0,5,11
FUR-FU-10001322,1,170.0,1,6
FUR-FU-10001324,2,64.0,2,4
FUR-FU-10001343,4,477.0,4,20
FUR-FU-10001351,6,1418.0,6,28
FUR-FU-10001366,7,901.0,7,20
FUR-FU-10001371,7,341.0,7,29
FUR-FU-10001379,2,59.0,2,4
FUR-FU-10001393,1,24.0,1,1
FUR-FU-10001410,11,2657.0,11,52
FUR-FU-10001424,9,679.0,9,27
FUR-FU-10001436,6,1018.0,6,21
FUR-FU-10001438,9,4939.0,9,49
FUR-FU-10001447,5,847.0,5,31
FUR-FU-10001452,5,625.0,5,16
FUR-FU-10001468,6,2121.197,6,25
FUR-FU-10001471,8,1431.0,8,33
